side,date,category,status,count,source_url,source_label
Russia,2026-05-19,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/FK4Q7BTG/1040-Kr-AZ-256B-destr-19-05-26.jpg,"1, destroyed"
Russia,2025-12-02,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/xd2Sc466/1041-Kr-AZ-256B-destr-02-12-25.jpg,"2, destroyed"
Russia,2026-06-03,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/V6wDFcbf/1032-Kr-AZ-260-based-vehicle-destr-03-06-26.jpg,"6, destroyed"
Russia,2026-06-05,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/4dGB1ThZ/1034-Kr-AZ-260-based-vehicle-destr-05-06-26.jpg,"7, destroyed"
Russia,2026-05-11,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/sfNdpXnX/1006-Zi-L-131-destr-11-05-26.jpg,"98, destroyed"
Russia,2026-05-18,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/7hcFDsGy/1058-Zi-L-131-destr-18-05-26.jpg,"99, destroyed"
Russia,2026-05-24,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/tRMQhTrR/1078-Zi-L-131-destr-24-05-26.jpg,"100, destroyed"
Russia,2026-05-24,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/8k0Qh5yP/1082-Zi-L-131-destr-24-05-26.jpg,"101, destroyed"
Russia,2026-05-27,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/9MSHMMnG/1006-Zi-L-131-destr-27-05-26.jpg,"102, destroyed"
Russia,2026-05-08,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/NMNhCfQM/1002-Ural-4320-destr-08-05-26.jpg,"1186, destroyed"
Russia,2026-05-11,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/50PcKNft/1007-Ural-4320-destr-11-05-26.jpg,"1187, destroyed"
Russia,2026-05-12,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/rmh6ZFqs/1010-Ural-4320-destr-12-05-26.jpg,"1188, destroyed"
Russia,2026-05-16,Trucks and similar vehicles,destroyed,1,https://i.postimg.cc/vTDJJFms/1025-Ural-4320-destr-16-05-26.jpg,"1189, destroyed"
